doc_id,sentence,label0,label1,label2,label3,label4,average_score,mode_score,average_label,label
793,How Can You Access and Correct Your Information,1,1.0,1.0,5.0,1.0,1.8,1.0,clear,clear
543,"In addition , where we ask for your Personal Data and you are notified that the information we are collecting on that page will be shared with third parties , and in cases where you opt-in to share your Personal Data with third parties , those disclosures and opt-ins will override anything to the contrary in this Privacy Policy .",3,2.0,1.0,2.0,,2.0,2.0,somewhat_clear,somewhat_clear
458,"At various places on the Site or other Service , we may ask users for their age .",3,1.0,3.0,4.0,2.0,2.6,2.6,somewhat_clear,somewhat_clear
134,"After you fill out a form , we may contact you with follow-up information ( unless you have checked an `` opt-out '' box on the form ) .",1,1.0,3.0,1.0,2.0,1.6,1.0,clear,clear
716,Apple collects and provides non-identifying information on how many times an app is downloaded and the continent it is downloaded from .,2,1.0,1.0,1.0,,1.25,1.0,clear,clear
926,"Our Sites and Services may , from time to time , provide links to sites operated by third parties .",4,5.0,2.0,2.0,3.0,3.2,3.2,vague,vague
963,If you sign up for one of our newsletters on a third party site the site will provide us with your Personal Information such as your email address and we may use that information as described in this Privacy Policy as though you had provided it directly to WebMD .,1,3.0,1.0,,,1.6666666666666667,1.6666666666666667,clear,clear
50,"If you post information , materials or other content on the Sites or other public forum , you are providing information that can be collected and used by others that you do not know for their own purposes , including the distribution of unsolicited communications .",3,2.0,1.0,3.0,2.0,2.2,2.2,somewhat_clear,somewhat_clear
778,"Information you submit in writing , such as chat , email , and web form information is archived and may be tied to information that we collect about your web visits .",4,2.0,2.0,1.0,3.0,2.4,2.4,somewhat_clear,somewhat_clear
756,You can trade in your old product :,2,1.0,1.0,1.0,,1.25,1.0,clear,clear
938,The user will be asked to provide their name or user ID and then to verify certain non-sensitive information ( i.e . mother 's maiden name ) in order to proceed .,2,1.0,3.0,2.0,,2.0,2.0,somewhat_clear,somewhat_clear
261,You can add or update certain information on pages such as those referenced in the `` Which Information Can I Access ? '' section .,4,3.0,4.0,2.0,4.0,3.4,4.0,vague,extremely_vague
654,"We have implemented security measures we consider reasonable and appropriate to protect against the loss , misuse and alteration of the information under our control .",4,3.0,4.0,5.0,1.0,3.4,3.4,vague,vague
7,We also use the information to tell us of any possible site performance problems .,1,4.0,1.0,2.0,1.0,1.8,1.0,clear,clear
458,"Fandango shares Aggregate Information with potential partners , advertisers , investors and other interested third parties in connection with the marketing of Fandango 's products and services .",1,3.0,3.0,1.0,3.0,2.2,3.0,somewhat_clear,vague
669,"IN NO EVENT SHALL MOBILE9 , ITS OFFICERS , DIRECTORS , EMPLOYEES , OR AGENTS , BE LIABLE TO YOU FOR ANY DIRECT , INDIRECT , INCIDENTAL , SPECIAL , PUNITIVE , OR CONSEQUENTIAL DAMAGES WHATSOEVER RESULTING FROM ANY ( I ) ERRORS , MISTAKES , OR INACCURACIES OF CONTENT , ( II ) PERSONAL INJURY OR PROPERTY DAMAGE , OF ANY NATURE WHATSOEVER , RESULTING FROM YOUR ACCESS TO AND USE OF OUR SERVICES , ( III ) ANY UNAUTHORIZED ACCESS TO OR USE OF OUR SECURE SERVERS AND/OR ANY AND ALL PERSONAL INFORMATION AND/OR FINANCIAL INFORMATION STORED THEREIN , ( IV ) ANY INTERRUPTION OR CESSATION OF TRANSMISSION TO OR FROM OUR SERVICES , ( IV ) ANY BUGS , VIRUSES , TROJAN HORSES , OR THE LIKE , WHICH MAY BE TRANSMITTED TO OR THROUGH OUR SERVICES BY ANY THIRD PARTY , AND/OR ( V ) ANY ERRORS OR OMISSIONS IN ANY CONTENT OR FOR ANY LOSS OR DAMAGE OF ANY KIND INCURRED AS A RESULT OF YOUR USE OF ANY CONTENT POSTED , EMAILED , TRANSMITTED , OR OTHERWISE MADE AVAILABLE VIA THE SERVICES , WHETHER BASED ON WARRANTY , CONTRACT , TORT , OR ANY OTHER LEGAL THEORY , AND WHETHER OR NOT THE COMPANY IS ADVISED OF THE POSSIBILITY OF SUCH DAMAGES .",1,1.0,5.0,3.0,1.0,2.2,1.0,somewhat_clear,clear
379,"Without cookies , the complicated process of placing ads on websites can not function , but it 's thanks to these great agencies that Coolmath can be free for everyone ! ( They help buy food for my cats , too . )",1,2.0,1.0,1.0,4.0,1.8,1.0,clear,clear
801,"The Personal Information you submit in a survey may be used by WebMD for research and measurement purposes , as described below , including to measure the effectiveness of content , advertising or programs .",2,5.0,3.0,4.0,3.0,3.4,3.4,vague,vague
882,5.3 Globe may disclose Personal Information about its employees : a ) for normal personnel and benefits administration ; b ) in the context of providing references regarding current or former employees in response to requests from prospective employers ; or c ) where disclosure is required by law .,5,2.0,2.0,1.0,2.0,2.4,2.0,somewhat_clear,somewhat_clear
5,"For example , another participant may invite someone else to the board , make the board available to an app they use to view Pinterest , or even just take an image from the board and email it to their friends .",4,3.0,2.0,3.0,1.0,2.6,2.6,somewhat_clear,somewhat_clear
624,"We might edit , reproduce or incorporate your comments in other Lonely Planet products , such as guidebooks , websites and digital products , so let us know if you do n't want your comment reproduced or your name acknowledged .",5,3.0,3.0,3.0,2.0,3.2,3.0,vague,vague
691,"You may not distribute , transfer the right to use , modify , translate , reproduce , resell , sublicense , rent , lease , reverse engineer , or otherwise attempt to discover the source code of or make derivative works of the Software .",1,2.0,1.0,2.0,1.0,1.4,1.0,clear,clear
877,"Registration for MIT Technology Review requires that you supply certain personally identifiable information , including , in most cases , a unique e-mail address and demographic information .",2,3.0,1.0,5.0,3.0,2.8,2.8,somewhat_clear,somewhat_clear
590,California law permits residents of California to request certain details about how their information is shared with third parties for direct marketing purposes .,5,1.0,5.0,5.0,4.0,4.0,5.0,extremely_vague,extremely_vague
50,"Wizards may share children 's personal information with outside entities hired to assist with internal web site support operations ( e.g. , community operations , online product fulfillment , e-mail services , or technical support ) .",5,2.0,5.0,2.0,2.0,3.2,2.0,vague,somewhat_clear
344,Contact can be initiated for `` non-friends '' by using an anonymous messaging system that will not reveal either party 's address .,1,4.0,2.0,3.0,2.0,2.4,2.4,somewhat_clear,somewhat_clear
298,What other information about Barnes & Noble 's Privacy Policy would I want to know ?,1,2.0,1.0,,,1.3333333333333333,1.3333333333333333,clear,clear
318,The types of Personal Information that we collect may include :,1,2.0,2.0,2.0,,1.75,2.0,clear,somewhat_clear
458,"If you voluntarily disclose Personally Identifiable Information in a public area of the Site or other Service , such as a rating/review page , chat room or message board , that information may be collected and used by a third party to send you unsolicited messages , advertisements or for other purposes .",1,5.0,2.0,,,2.6666666666666665,2.6666666666666665,somewhat_clear,somewhat_clear
926,"We use cookies that collect information about how you use the Sites and Services , such as the type of device , the operating system , the location , browser types , internet service providers ( ISPs ) , pages visited , frequency of visits , and the number of clicks , and information about your interactions with our Sites and Services .",2,4.0,1.0,1.0,2.0,2.0,2.0,somewhat_clear,somewhat_clear
621,Use of some of our services may require you to save a delivery or shipping address .,1,2.0,1.0,3.0,3.0,2.0,2.0,somewhat_clear,somewhat_clear
831,Promotions or advertisements displayed on our site may contain cookies .,2,1.0,1.0,2.0,2.0,1.6,2.0,clear,somewhat_clear
431,"We do n't control these third parties ' privacy practices , and our Privacy Policy does not apply to their collection and use of your information .",3,4.0,2.0,1.0,2.0,2.4,2.4,somewhat_clear,somewhat_clear
590,"You may update , correct or delete your online account information at any time by logging into your account and navigating to the `` My Account '' page or by contacting us .",2,1.0,1.0,1.0,1.0,1.2,1.0,clear,clear
252,We do not knowingly collect or solicit personal information from anyone under the age of 13 or knowingly allow such persons to register .,2,5.0,1.0,4.0,1.0,2.6,2.6,somewhat_clear,somewhat_clear
437,"In such cases , we may use all information collected about you to determine who might be interested in communicating with you , but we will only provide other users your username , and not disclose your real name or e-mail address to your contact .",2,5.0,3.0,3.0,1.0,2.8,2.8,somewhat_clear,somewhat_clear
796,Prize winners may be required to provide additional information for prize fulfillment .,1,2.0,2.0,2.0,5.0,2.4,2.0,somewhat_clear,somewhat_clear
318,We will ensure that any such third party is aware of our obligations under this Privacy Policy and we will enter into contracts with such third parties by which they are bound by terms no less protective of any Personal Information disclosed to them than the obligations we undertake to you under this Privacy Policy or which are imposed on us under applicable data protection laws .,1,3.0,2.0,,,2.0,2.0,somewhat_clear,somewhat_clear
389,"We use the statistics for such purposes as assessing what information is of most and least interest to users , improving technical design specifications , and identifying performance or problem areas .",5,1.0,1.0,1.0,3.0,2.2,1.0,somewhat_clear,clear
913,"We may also disclose your personally identifiable information : ( a ) if we are required to do so by law , regulation or other government authority or otherwise in cooperation with an investigation of a governmental authority , ( b ) to enforce these Terms of Use , or ( c ) to protect the safety of Users of our Site and our Services and Courses .",3,2.0,4.0,3.0,5.0,3.4,3.4,vague,vague
389,"CPSC recognizes that an open Internet policy , with respect to the dissemination of information via its web site , is an ideal way to deliver safety information to the widest possible audience .",2,2.0,2.0,2.0,1.0,1.8,2.0,clear,somewhat_clear
379,"Here is more information about online advertising that 's put out by the IAB , so you can learn more about all of this :",2,1.0,1.0,1.0,1.0,1.2,1.0,clear,clear
654,We encourage you to note when you leave our Website and to read the privacy statements of all third party websites before submitting any personally identifiable information .,2,2.0,1.0,3.0,4.0,2.4,2.4,somewhat_clear,somewhat_clear
458,"In addition , Fandango uses cookies to measure traffic activity on the Site , track your use of the Site or other Service , and provide you with a more personalized user experience by allowing Fandango to provide targeted advertising and determine which areas of the Site or other Service may be the most popular or useful to you .",3,3.0,2.0,2.0,2.0,2.4,2.0,somewhat_clear,somewhat_clear
882,"The knowledge and consent of a Person are required for the collection , use or disclosure of Personal Information , except where inappropriate .",3,3.0,2.0,5.0,,3.25,3.25,vague,vague
654,We may use your non-personal information by itself or aggregate it with information we have obtained from others .,4,5.0,2.0,2.0,1.0,2.8,2.8,somewhat_clear,somewhat_clear
796,"When you enter a contest or sign up to receive a newsletter , we may share your personal information as necessary for third parties to provide services on our behalf .",5,4.0,2.0,4.0,2.0,3.4,3.4,vague,vague
603,"Sometimes , KLM issues surveys or holds contests and/or competitions in which customers , prospective customers and/or visitors to the website are approached to participate .",1,2.0,2.0,2.0,,1.75,2.0,clear,somewhat_clear
590,Most web browsers are set to accept cookies by default .,2,2.0,3.0,1.0,2.0,2.0,2.0,somewhat_clear,somewhat_clear
145,"In addition , we may share your Personal Information with non-affiliated third parties when we believe sharing is permitted by you or authorized by this Privacy Policy .",3,2.0,1.0,5.0,2.0,2.6,2.6,somewhat_clear,somewhat_clear
756,"By consequence , and in trying to avoid any delay , when you place your order please enter the following : -a professional or paid-for e-mail address-a land line telephone number ( work or home ) where you can be reached at any time of the day Furthermore , for any order above the amount established by PIXMANIA , a piece of ID as well as proof of address will be requested and should be sent via fax , Post , or e-mail .",3,1.0,3.0,1.0,1.0,1.8,1.0,clear,clear
298,"If you provide information in connection with such co-branded service or feature , that information may be shared between Barnes & Noble and the third party .",5,2.0,2.0,2.0,2.0,2.6,2.0,somewhat_clear,somewhat_clear
654,"This Privacy Policy , together with the Terms of Use posted on our Website , sets forth the general rules and policies governing your use of our Website .",1,2.0,2.0,4.0,2.0,2.2,2.0,somewhat_clear,somewhat_clear
273,"When you share your content with family and friends using Apple products , send gift certificates and products , or invite others to join you on Apple forums , Apple may collect the information you provide about those people such as name , mailing address , email address , and phone number .",1,2.0,2.0,3.0,5.0,2.6,2.6,somewhat_clear,somewhat_clear
760,"We receive information from our guests and , with our guests ' consent , from third parties such as Pokmon Organized Play ( `` POP '' ) tournament organizers .",2,1.0,3.0,2.0,,2.0,2.0,somewhat_clear,somewhat_clear
746,"Third Parties , with whom we partner to provide certain features on our site or to display advertising based upon your Web browsing activity , use LSOs to collect and store information .",2,1.0,5.0,1.0,2.0,2.2,2.2,somewhat_clear,somewhat_clear
796,"When you use products or services on internet-capable hardware , the Company may receive information regarding your gameplay without any additional notice to you or actions taken by you .",1,3.0,2.0,1.0,2.0,1.8,1.8,clear,clear
204,"In addition , if you inquire about a product that Canon USA does not sell directly , we may forward your information to a Canon USA dealer , distributor or other reseller , and they may reach out to you about your product needs .",3,2.0,2.0,2.0,,2.25,2.0,somewhat_clear,somewhat_clear
161,Children Some internet sites may ask you to share information about yourself .,4,2.0,4.0,4.0,3.0,3.4,4.0,vague,extremely_vague
904,"If you are visiting our website from outside the United States , please be aware that your information may be transferred to , stored , and processed in the United States , where our servers are located and our central database is operated .",3,5.0,2.0,,,3.333333333333333,3.333333333333333,vague,vague
839,The personal data you choose to provide to or that is collected by these third parties is not covered by the HP Privacy Statement .,2,3.0,1.0,5.0,1.0,2.4,2.4,somewhat_clear,somewhat_clear
448,"We use this information to find out how many people visit the Website to determine the areas of greatest interest on our Website , and to make improvements to the Website .",3,1.0,1.0,1.0,4.0,2.0,1.0,somewhat_clear,clear
164,"We may contact you by email , phone , fax or mail .",2,2.0,1.0,1.0,2.0,1.6,2.0,clear,somewhat_clear
298,"Although Barnes & Noble 's treatment of the information is governed by this policy , the third party 's treatment of your information will be subject to the third party 's privacy policy .",1,4.0,3.0,1.0,4.0,2.6,2.6,somewhat_clear,somewhat_clear
793,When You visit our Website You may provide us with the following types of information :,3,1.0,2.0,1.0,2.0,1.8,1.8,clear,clear
877,The Services are not intended for and may not be used by children under the age of 13 .,3,1.0,2.0,2.0,4.0,2.4,2.4,somewhat_clear,somewhat_clear
760,"Among them , we may collect age , gender , hobbies , interests or other demographic information about gaming and preferences , and the country where a kid lives .",3,2.0,2.0,2.0,4.0,2.6,2.0,somewhat_clear,somewhat_clear
963,WebMD may further tailor the advertising on these third party sites based on additional Non-Personal Information to the extent known by WebMD or these third parties .,4,5.0,4.0,2.0,,3.75,3.75,vague,vague
760,"An IP address is often associated with the portal through which you enter the Internet , like your ISP ( Internet Service Provider ) , your company , or your university .",1,1.0,1.0,2.0,2.0,1.4,1.0,clear,clear
249,The non-personally identifiable information collected through cookies and pixel tags may be shared with other third parties for purpose of managing and targeting advertisements and for market research analysis .,2,2.0,4.0,1.0,4.0,2.6,2.6,somewhat_clear,somewhat_clear
352,"Further , websites that are known to violate Census Bureau , Department of Commerce , and/or Federal guidelines regarding access to certain types of websites and/or content are blocked , for example :",1,2.0,4.0,3.0,2.0,2.4,2.4,somewhat_clear,somewhat_clear
778,"A web beacon , also known as a web bug , is a small graphic ( usually 1 pixel x 1 pixel ) , that is embedded in a web advertisement , email , or page on our web site , but is invisible to you .",1,1.0,2.0,1.0,1.0,1.2,1.0,clear,clear
50,"A parent who has already given Wizards permission to collect and use his or her child 's personal information can , at any time review , correct , or have deleted the child 's personal information or discontinue further collection and use of the child 's personal information .",2,3.0,1.0,2.0,2.0,2.0,2.0,somewhat_clear,somewhat_clear
298,"We will retain and use your information as necessary to comply with our legal obligations , resolve disputes , and enforce our agreements .",2,2.0,1.0,,,1.6666666666666667,1.6666666666666667,clear,clear
796,"In addition , this Privacy Policy does not apply to websites or services maintained by other companies or organizations ( such as those who promote the Company 's products and services or sell related items ) and the Company can not and does not guarantee the security of any personal information disclosed to those third parties .",2,2.0,1.0,1.0,5.0,2.2,2.2,somewhat_clear,somewhat_clear
913,This Site is not intended for children under the age of 13 and we endeavor not to collect any personally identifiable information from children under the age of 13 .,1,5.0,1.0,2.0,,2.25,2.25,somewhat_clear,somewhat_clear
778,When we use third party service providers for credit card processing services we will enter into a written agreement with such third party ensuring appropriate security and confidentiality measures are in place in safeguarding your personal data .,2,2.0,3.0,1.0,1.0,1.8,1.8,clear,clear
458,We may also enter into arrangements with outside companies that possess technology that allows us to customize the advertising and marketing messages you receive on this site .,2,1.0,1.0,2.0,2.0,1.6,2.0,clear,somewhat_clear
930,"These services are controlled and operated by third parties , and are not government websites or applications .",1,2.0,5.0,1.0,1.0,2.0,1.0,somewhat_clear,clear
431,"With your consent , we also may use precise geolocation technology such as GPS or WiFi triangulation to collect information about the exact location of your mobile device .",2,1.0,2.0,2.0,,1.75,2.0,clear,somewhat_clear
904,Your e-mail address and preferred round trip city pairs are necessary to receive FareWatcher Plus e-mails .,1,2.0,1.0,1.0,1.0,1.2,1.0,clear,clear
5,We may also share aggregated or non-personally identifiable information with our partners or others .,2,2.0,3.0,4.0,1.0,2.4,2.4,somewhat_clear,somewhat_clear
882,Other people within Globe Companies may be delegated to act on behalf of the designated person ( s ) or to take responsibility for the day-to- day collection and processing of Personal Information .,5,3.0,2.0,2.0,2.0,2.8,2.0,somewhat_clear,somewhat_clear
421,You may request a shorter timeframe .,4,1.0,2.0,2.0,1.0,2.0,2.0,somewhat_clear,somewhat_clear
298,For Barnes & Noble Member program : Any Member can opt-out of the receipt of any Member program promotional communications by logging on to their barnesandnoble.com Account and following the instructions under `` Change Your Communication Preferences . '',1,1.0,,,,1.0,1.0,clear,clear
943,"when we have a good faith belief it is necessary to protect our rights or property , or",2,5.0,2.0,2.0,4.0,3.0,2.0,vague,somewhat_clear
796,"However , no system can be 100 % secure and human errors occur , so there is the possibility that there could be unauthorized access to your information .",2,1.0,2.0,1.0,2.0,1.6,2.0,clear,somewhat_clear
5,"If you 're using Pinterest on your mobile device , you can also choose to provide us with location data .",3,1.0,1.0,2.0,1.0,1.6,1.0,clear,clear
938,"If in the future , VegasInsider.com collects personally identifiable information from children , it will do so in compliance with the Children 's Online Privacy Protection Act of 1998 ( is U.S.C . 6501 et seq . )",2,1.0,1.0,2.0,,1.5,1.5,clear,clear
344,We will retain your information for as long as your account is active or as needed to provide you services .,2,1.0,2.0,3.0,1.0,1.8,1.8,clear,clear
7,"For example , this allows us to determine which ads may be of most interest and to help us control how many times a specific ad is displayed .",3,2.0,1.0,3.0,4.0,2.6,2.6,somewhat_clear,somewhat_clear
605,"In addition , if you previously opted into Kohl 's collection and use of location-based information through our mobile application , you may turn off location-based services for the Kohl 's mobile application at any time through the Settings on your mobile device .",1,1.0,1.0,1.0,4.0,1.6,1.0,clear,clear
963,"In addition , we may disclose Personal Information as described below .",3,2.0,2.0,4.0,4.0,3.0,3.0,vague,vague
669,"Infringes upon the rights of any third party , including but not limited to copyrights , trademarks , patents , trade secrets , design rights , moral rights or other third party proprietary rights , including privacy and publicity rights .",2,1.0,2.0,2.0,3.0,2.0,2.0,somewhat_clear,somewhat_clear
963,"We do not sell or share any Personal Information with any third parties , except contractors performing services on our behalf who agree not to use this information received from us for any purpose other than performing services on our behalf .",3,3.0,3.0,2.0,2.0,2.6,3.0,somewhat_clear,vague
831,"These companies may use information ( not including your name , address , email address , or telephone number ) about your visits to this and other websites in order to provide advertisements about goods and services of interest to you .",3,2.0,2.0,2.0,,2.25,2.0,somewhat_clear,somewhat_clear
188,You can remove persistent cookies by following directions provided in your Internet browser 's help file .,2,2.0,1.0,1.0,1.0,1.4,1.0,clear,clear
887,Register journalists may use your email address to reply to comments that you have posted on our website .,1,2.0,2.0,3.0,5.0,2.6,2.6,somewhat_clear,somewhat_clear
421,"We will share your protected health information with third party business associates that perform various activities ( e.g. , billing , transcription services ) for the practice .",1,3.0,3.0,2.0,2.0,2.2,2.2,somewhat_clear,somewhat_clear
50,"We reserve the right to change this statement at any time , so visit this page from time to time to check for changes .",3,1.0,3.0,1.0,2.0,2.0,2.0,somewhat_clear,somewhat_clear
760,You should ask about such third parties ' privacy policies .,1,2.0,1.0,2.0,2.0,1.6,2.0,clear,somewhat_clear
458,"However , please keep in mind that you may not be able to use some of the features offered by the Application unless you register with us .",3,3.0,2.0,2.0,3.0,2.6,3.0,somewhat_clear,vague
389,"However , the information may not be used in a way that states or implies CPSC endorsement .",1,5.0,2.0,2.0,3.0,2.6,2.6,somewhat_clear,somewhat_clear
904,We may also share personal information among our corporate affiliates at Sabre .,3,1.0,1.0,2.0,5.0,2.4,2.4,somewhat_clear,somewhat_clear
261,"If you are under 18 , you may use Amazon.com only with the involvement of a parent or guardian .",2,2.0,4.0,2.0,3.0,2.6,2.0,somewhat_clear,somewhat_clear
313,Bible Gateway does not control these third-party technologies and their use is governed by the privacy policies of third parties using such technologies .,1,1.0,2.0,2.0,5.0,2.2,2.2,somewhat_clear,somewhat_clear
543,"We may also collect or develop aggregated information , which may include Anonymous Data and Personal Data , provided that such information does not personally identify you or any of our other users ( `` Aggregated Data '' ) .",3,2.0,4.0,3.0,,3.0,3.0,vague,vague
239,The University may store this information manually or electronically .,2,2.0,3.0,4.0,3.0,2.8,2.8,somewhat_clear,somewhat_clear
882,"if a Person indicated that he/she was interested in receiving offers or information from Globe or certain of our selected sponsors or advertisers , Globe may send the Person materials about products and services that Globe feels may be of interest to the Person ; and",4,5.0,3.0,,,4.0,4.0,extremely_vague,extremely_vague
145,"If you are a DJX enterprise user who previously subscribed to one or more products in the DJX suite , we may use Personal Information you provided to transition your account to a DJX subscription .",2,2.0,2.0,3.0,4.0,2.6,2.0,somewhat_clear,somewhat_clear
756,The chosen possible delivery costs are indicated for the User during the product selection and are invoiced at the end of the order in addition to the price of the products .,1,1.0,3.0,1.0,2.0,1.6,1.0,clear,clear
882,"if a Person indicated that he/she was interested in receiving offers or information from Globe or certain of our selected sponsors or advertisers , Globe may send the Person materials about products and services that Globe feels may be of interest to the Person ; and",2,3.0,1.0,1.0,,1.75,1.75,clear,clear
796,Some SNS services also give you the option to post information about the Online Services to their websites to share with others .,2,2.0,2.0,2.0,2.0,2.0,2.0,somewhat_clear,somewhat_clear
298,"For example , we may receive and collect information concerning device registration , settings , usage , firmware version , signal strength , search queries , network interaction , the name of the network from which you access the Internet , the Internet Protocol ( IP ) address of the device you are using , unique device identifiers ( UDIDs ) , downloads , sideloaded content , configuration , or service information relating to any malfunction of the Device or App .",2,2.0,2.0,1.0,,1.75,2.0,clear,somewhat_clear
353,"If you set your profile to public , anyone can view it and your profile may be indexed by internet search engines ; both of these may be changed following the directions provided above .",2,2.0,,,,2.0,2.0,somewhat_clear,somewhat_clear
103,"When they get a search from us , a 'footprint ' goes on your file which other organisations might see .",2,5.0,1.0,2.0,2.0,2.4,2.0,somewhat_clear,somewhat_clear
7,Unauthorized modification or misuse of information stored in this system will be investigated and may result in criminal prosecution .,1,2.0,4.0,1.0,4.0,2.4,2.4,somewhat_clear,somewhat_clear
831,"By using the Simply Recipes website , you are consenting to the information collection and use practices described in this privacy policy , which may be modified from time to time by us .",2,3.0,3.0,2.0,4.0,2.8,2.8,somewhat_clear,somewhat_clear
904,"To do this , we may , through cookies and other technologies , collect information about your travel-related searches , such as whether you are looking for flights or hotel rooms .",5,3.0,2.0,5.0,2.0,3.4,3.4,vague,vague
963,"WebMD makes an effort to make it obvious to you when you leave our website and enter a Third Party Web Site , either by requiring you to click on a link or by notifying you on the site before you visit the third party site .",1,2.0,1.0,,,1.3333333333333333,1.3333333333333333,clear,clear
946,"VirtualTourist.com reserves the right to , but is not obligated to , refuse or delete any content that in our sole discretion is considered inappropriate .",2,1.0,2.0,3.0,,2.0,2.0,somewhat_clear,somewhat_clear
801,They have promised us they will not link any Non-Personal Information collected by them on the WebMD Web Sites to Personal Information they or others collect in other ways or from other sites except as may be described in connection with a particular program .,5,5.0,5.0,2.0,,4.25,5.0,extremely_vague,extremely_vague
7,We will not condition a child 's participation in an event on the provision of more information than is absolutely necessary for that promotion .,4,4.0,5.0,3.0,3.0,3.8,3.8,vague,vague
406,"Anytime you visit a chat room or post a message to an on-line bulletin board , your e-mail address can be accessed by advertisers looking to compile lists for unsolicited commercial e-mail ( also known as spam ) .",2,2.0,1.0,1.0,1.0,1.4,1.0,clear,clear
963,We work with third parties to display advertising that reflects the interests and preferences of our user community .,2,1.0,,,,1.5,1.5,clear,clear
448,If you suspect that you may be a victim of phishing :,1,1.0,1.0,1.0,2.0,1.2,1.0,clear,clear
654,You may also delete a cookie manually from your hard drive through your internet browser or other programs .,1,3.0,2.0,2.0,2.0,2.0,2.0,somewhat_clear,somewhat_clear
298,Third Party Membership Programs .,1,5.0,1.0,3.0,2.0,2.4,2.4,somewhat_clear,somewhat_clear
931,File Transfer Protocol ( FTP ) - Many USGS sites using the file transfer protocol may also store your e-mail address if your Web browser is configured to provide it .,5,2.0,3.0,2.0,2.0,2.8,2.0,somewhat_clear,somewhat_clear
774,In many cases the transfer will be necessary for the performance of our contract with you or for the implementation of pre-contractual measures taken in response to a request by you or for the performance of a contract with a third party which is concluded in your interests .,2,1.0,1.0,3.0,4.0,2.2,2.2,somewhat_clear,somewhat_clear
908,"Under our normal practice , the Data you entered will be retained by us only as long as it is necessary for the needs of our business process or legal requirements .",5,3.0,4.0,2.0,1.0,3.0,3.0,vague,vague
877,A pixel tag can collect information such as the IP address of the computer that downloaded the page on which the tag appears ; the URL of the page on which the tag appears ; the time ( and length of time ) the page containing the tag was viewed ; the type of browser that retrieved the tag ; and the identification number of any cookie previously placed by that server on your computer .,1,2.0,1.0,3.0,2.0,1.8,1.8,clear,clear
760,"That 's why whenever you give out personal information online in public areas , that information can be collected and used by people you do n't know .",2,1.0,2.0,2.0,3.0,2.0,2.0,somewhat_clear,somewhat_clear
379,"Typically , a leadback cookie is a user tracker , but not in our case .",2,3.0,1.0,2.0,1.0,1.8,1.8,clear,clear
796,The Company may also share your personal information with third parties as described in this Privacy Policy .,2,1.0,5.0,2.0,1.0,2.2,2.2,somewhat_clear,somewhat_clear
877,"From time to time , we may share your Usage Data and Non-Personal Information to enable third parties who serve advertisements on the Services to deliver advertisements that will be relevant to you .",2,4.0,3.0,4.0,,3.25,3.25,vague,vague
938,Users may opt-out of receiving future mailings ; see the choice/opt-out section below .,1,1.0,4.0,,,2.0,2.0,somewhat_clear,somewhat_clear
877,"These include , but are not limited to , internal reviews of : ( a ) MIT Technology Review 's data collection ; ( b ) storage and processing practices ; ( c ) electronic security measures ; and ( d ) physical security measures to guard against unauthorized access to systems where MIT Technology Review stores Personal Information .",2,3.0,5.0,1.0,2.0,2.6,2.6,somewhat_clear,somewhat_clear
760,"You can access and update the contact information you gave us during registration ( that is , your e-mail address or any other information that would directly enable us to contact you ) , as follows :",1,1.0,1.0,1.0,1.0,1.0,1.0,clear,clear
800,Do n't tell anyone your password or write it down .,2,1.0,1.0,1.0,1.0,1.2,1.0,clear,clear
943,"It is possible , however , that some areas of the site will not function properly if you do so .",2,3.0,3.0,4.0,,3.0,3.0,vague,vague
389,"This would be a Commission decision , where such a link would clearly support the agency 's mission of preventing deaths and injuries from consumer products , and where it is clearly determined that it would not in any way jeopardize the agency 's independent , regulatory status .",2,1.0,2.0,4.0,1.0,2.0,2.0,somewhat_clear,somewhat_clear
746,"While other companies might make the opt-out process unnecessarily difficult , we keep it simple .",5,2.0,2.0,2.0,2.0,2.6,2.0,somewhat_clear,somewhat_clear
624,We collect information from many sources in order to provide the best travel information that we can .,2,2.0,2.0,2.0,3.0,2.2,2.0,somewhat_clear,somewhat_clear
196,"We may use and store information about your location to provide features of our Services , such as Tweeting with your location , and to improve and customize the Services , for example , with more relevant content like local trends , stories , ads , and suggestions for people to follow .",2,3.0,3.0,1.0,2.0,2.2,2.2,somewhat_clear,somewhat_clear
654,"Residents of the State of California , under certain provisions of the California Civil Code , have the right to request from companies conducting business in California a list of all third parties to which the company has disclosed certain personally identifiable information as defined under California law during the preceding year for third party direct marketing purposes .",2,3.0,3.0,5.0,1.0,2.8,2.8,somewhat_clear,somewhat_clear
778,"Should you breach our terms and conditions or website terms , or if we are under a duty to disclose or share your personal data in order to comply with any legal obligation , we may disclose your information to a relevant authority .",2,5.0,3.0,3.0,1.0,2.8,2.8,somewhat_clear,somewhat_clear
395,"Please note that this is not personally identifiable information , only general summaries of the activities of our visitors and customers .",2,2.0,2.0,1.0,2.0,1.8,2.0,clear,somewhat_clear
95,A few important things you should know about cookies are that :,2,3.0,4.0,4.0,2.0,3.0,3.0,vague,vague
145,"In some cases , we may use an unaffiliated payment service to allow you to purchase a product or make payments ( Payment Service ) .",4,1.0,2.0,3.0,2.0,2.4,2.4,somewhat_clear,somewhat_clear
605,"If you would like to disable cookies from Kohls.com , please use the help function in your web browser to restrict cookies from our Site .",1,1.0,1.0,1.0,,1.0,1.0,clear,clear
